Run ID	Country	Date	Lat Lon
SRR3993054	Mongolia	Jun-2013	47.55 N 106.62 E
SRR2155390	Germany	May-2010	not applicable
SRR1621003	USA	2011-09-30	38.984652 N 77.094709 W
ERR505106	Australia	2012	
SRR2566051	Canada	2010-03-11	45.50 N 73.63 W
ERR321294	Denmark	2008-2010	
ERR210045	Denmark	2008-2010	
SRR2565950	Canada	2009-11-09	45.50 N 73.63 W
SRR4481765	USA	2014-06-07	39.288462639338995 N 76.62594594061375 W
ERR479564	Germany	2011/2013	
ERR209545	Spain	2008-2010	
ERR526035	Denmark	2008/2010	
ERR527092	China	2011	
ERR748442	Germany	2011/2014	
SRR3917563	USA	2013-05-03	40.829 N 96.667 W
ERR414708	Spain	2008/2010	
ERR589548	China	2012	
ERR209261	Denmark	2008-2010	
ERR209329	Denmark	2008-2010	
ERR532389	China	2011	
ERR414711	Spain	2008/2010	
ERR481067	Germany	2011/2013	
ERR210089	Denmark	2008-2010	
ERR748460	Germany	2011/2014	
SRR1930253	Italy	Apr-2013	44.4950537 N 11.3427401 E
ERR748072	Germany	2011/2014	
ERR528740	China	2011	
ERR480551	France	2004/2006	
SRR2043624	Hong_Kong	Apr-2014	22.15 N 114.10 E
ERR210271	Denmark	2008-2010	
ERR504978	China	2008/2010	
ERR321415	Denmark	2008-2010	
ERR527209	China	2011	
ERR528728	China	2011	
SRR2190826	China	2014-03-01	32.12 N 118.95 E
ERR480911	France	2004/2006	
ERR209896	Spain	2008-2010	
SRR1544596	Luxembourg	12-Oct-2011	49.5135 N 6.01799 E
ERR1578694	China	2013	
ERR748470	Germany	2011/2014	
ERR589821	China	2012	
ERR414271	Denmark	2008/2010	
ERR209295	Denmark	2008-2010	
ERR748418	Germany	2011/2014	
ERR479577	Germany	2011/2013	
ERR210645	Spain	2008-2010	
ERR479381	France	2004/2006	
ERR527073	China	2011	
ERR479333	France	2004/2006	
ERR479045	France	2004/2006	
ERR321459	Denmark	2008-2010	
SRR2062049	USA	28-Jun-2013	43.727094 N 72.425964 W
ERR480622	France	2004/2006	
ERR210543	Spain	2008-2010	
ERR479320	France	2004/2006	
ERR209287	Denmark	2008-2010	
ERR480939	Germany	2011/2013	
SRR3182135	USA	2014-01-24	38.984652 N 77.094709 W
SRR2043638	Hong_Kong	Apr-2014	22.15 N 114.10 E
ERR321306	Denmark	2008-2010	
ERR589578	China	2012	
SRR2940955	USA	2011-10-10	Not applicable
ERR479351	France	2004/2006	
ERR321425	Denmark	2008-2010	
ERR480570	France	2004/2006	
ERR210391	Spain	2008-2010	
SRR1750103	USA	30-Jun-2014	40.67 N 73.99 W
ERR321178	Denmark	2008-2010	
SRR1621001	USA	2011-09-30	38.984652 N 77.094709 W
ERR210215	Denmark	2008-2010	
ERR480711	France	2004/2006	
ERR480468	France	2004/2006	
ERR414330	Denmark	2008/2010	
ERR210175	Denmark	2008-2010	
ERR480546	France	2004/2006	
ERR321628	Denmark	2008-2010	
ERR1190861	China	2014	
ERR478969	France	2004/2006	
ERR480885	France	2004/2006	
ERR479526	Germany	2011/2013	
ERR504984	China	2008/2010	
ERR210420	Spain	2008-2010	
SRR2043627	Hong_Kong	Apr-2014	22.15 N 114.10 E
ERR1018285	China	2012	
ERR748047	Germany	2011/2014	
ERR748358	Germany	2011/2014	
ERR528292	China	2011	
ERR210649	Spain	2008-2010	
SRR1168487	Starkville, MS, USA	Dec-2013	33.43047, -88.82785
ERR209264	Denmark	2008-2010	
ERR589822	China	2012	
ERR321246	Denmark	2008-2010	
SRR2566040	Canada	2010-03-02	45.50 N 73.63 W
ERR260484	Germany	2011	
ERR479168	France	2004/2006	
SRR2938328	Peru	15-Jan-2013	
ERR525844	Denmark	2008/2010	
ERR480528	France	2004/2006	
ERR480543	France	2004/2006	
ERR210166	Denmark	2008-2010	
SRR2082449	Canada	2013	53.520710 N 113.524239 W
ERR480917	Germany	2011/2013	
ERR532377	China	2011	
ERR209158	Denmark	2008-2010	
SRR3100152	Israel	2013-03-21	30.871124 N 34.78456 E
ERR414623	Denmark	2008/2010	
ERR209786	Spain	2008-2010	
ERR321565	Denmark	2008-2010	
ERR748379	Germany	2011/2014	
SRR1535349	China	2012	22.55 N 113.24 E
SRR2155368	Germany	Feb-2010	not applicable
ERR414386	Spain	2008/2010	
SRR3100153	Israel	2013-03-21	30.871124 N 34.78456 E
ERR210706	Spain	2008-2010	
ERR505092	Australia	2012	
ERR321191	Denmark	2008-2010	
ERR414302	Denmark	2008/2010	
ERR589801	China	2012	
ERR480552	France	2004/2006	
ERR532385	China	2011	
ERR209335	Denmark	2008-2010	
ERR479533	Germany	2011/2013	
SRR2938329	Peru	15-Jan-2013	
ERR481018	Germany	2011/2013	
SRR3313075	Luxembourg	2012-12-07	49.5 N 6.2 E
ERR480685	France	2004/2006	
ERR748144	Germany	2011/2014	
ERR481045	Germany	2011/2013	
ERR480803	France	2004/2006	
ERR1190618	China	2014	
SRR2565985	Canada	2010-01-11	45.50 N 73.63 W
ERR420363	Pacific Ocean	2011/2012	
SRR2566027	Canada	2010-02-18	45.50 N 73.63 W
ERR210423	Spain	2008-2010	
ERR1018267	China	2012	
ERR479375	France	2004/2006	
ERR318679	USA	01/05/2006	
SRR2566061	Canada	2010-04-15	45.50 N 73.63 W
ERR480691	France	2004/2006	
SRR3313053	Luxembourg	2012-09-06	49.5 N 6.2 E
ERR321309	Denmark	2008-2010	
ERR748190	Germany	2011/2014	
SRR3182100	USA	2014-01-24	38.984652 N 77.094709 W
ERR479529	Germany	2011/2013	
ERR209767	Spain	2008-2010	
ERR481075	Germany	2011/2013	
SRR2155307	Germany	Nov-2010	not applicable
ERR479374	France	2004/2006	
ERR479460	Germany	2011/2013	
SRR1719982	Luxembourg	18-Dec-2013	
ERR1190619	China	2014	
ERR414614	Denmark	2008/2010	
ERR480560	France	2004/2006	
ERR209566	Spain	2008-2010	
SRR2297954	Finland	2005-12-21	
ERR1190952	China	2014	
ERR414230	Denmark	2008/2010	
ERR479211	France	2004/2006	
ERR1190643	China	2014	
ERR526073	Denmark	2008/2010	
ERR209263	Denmark	2008-2010	
ERR748189	Germany	2011/2014	
ERR479251	France	2004/2006	
SRR2938333	Peru	29-Jan-2013	
ERR480778	France	2004/2006	
ERR414625	Denmark	2008/2010	
ERR209455	Denmark	2008-2010	
ERR209471	Denmark	2008-2010	
SRR961849	USA	2001	47.66142, -122.26837
ERR414480	Spain	2008/2010	
ERR321483	Denmark	2008-2010	
ERR321317	Denmark	2008-2010	
SRR3181916	USA	2013-12-18	38.984652 N 77.094709 W
ERR1018194	China	2012	
ERR527048	China	2011	
ERR321439	Denmark	2008-2010	
ERR527180	China	2011	
ERR525770	Denmark	2008/2010	
ERR414306	Denmark	2008/2010	
SRR545928	Canada	2004	53.520710 -113.524239
ERR589750	China	2012	
SRR2298570	Finland	2004-06-03	
SRR2566043	Canada	2010-03-09	45.50 N 73.63 W
SRR2566026	Canada	2009-11-11	45.50 N 73.63 W
ERR210371	Denmark	2008-2010	
ERR1190923	China	2014	
ERR414272	Denmark	2008/2010	
ERR480582	France	2004/2006	
SRR1145916	China	2013-1-7	31.3N 121.5E
ERR748287	Germany	2011/2014	
SRR1631550	USA	2013-02-14	38.984652 N 77.094709 W
ERR479198	France	2004/2006	
ERR480522	France	2004/2006	
ERR1190855	China	2014	
ERR321343	Denmark	2008-2010	
ERR321539	Denmark	2008-2010	
ERR480673	France	2004/2006	
ERR321295	Denmark	2008-2010	
ERR527080	China	2011	
ERR209206	Denmark	2008-2010	
ERR479525	Germany	2011/2013	
ERR481087	Germany	2011/2013	
ERR209373	Denmark	2008-2010	
ERR321414	Denmark	2008-2010	
SRR3536231	USA	2014-04-18	31.1705 N 90.3748 W
ERR210486	Spain	2008-2010	
SRR2155310	Germany	Nov-2010	not applicable
ERR589741	China	2012	
ERR480777	France	2004/2006	
ERR479134	France	2004/2006	
ERR209856	Spain	2008-2010	
ERR1578687	China	2013	
ERR479325	France	2004/2006	
SRR4451615	USA	2014-06-30	39.288462639338995 N 76.62594594061375 W
ERR748320	Germany	2011/2014	
ERR480659	France	2004/2006	
ERR748096	Germany	2011/2014	
SRR2298542	Finland	1999-10-05	
ERR210519	Spain	2008-2010	
ERR420342	Pacific Ocean	2011/2012	
SRR2565932	Canada	2010-12-21	45.50 N 73.63 W
SRR1237783	Germany	09.11.2012	48_8
ERR479531	Germany	2011/2013	
ERR748132	Germany	2011/2014	
SRR2155315	Germany	Nov-2010	not applicable
SRR2155358	Germany	Feb-2010	not applicable
ERR748495	Germany	2011/2014	
ERR479127	France	2004/2006	
ERR414550	Denmark	2008/2010	
ERR321511	Denmark	2008-2010	
SRR2583975	Canada	2011-05-06	45.50 N 73.63 W
ERR1190683	China	2014	
ERR210242	Denmark	2008-2010	
ERR481066	Germany	2011/2013	
ERR210028	Denmark	2008-2010	
ERR1190709	China	2014	
ERR748366	Germany	2011/2014	
ERR748105	Germany	2011/2014	
ERR589857	China	2012	
ERR209233	Denmark	2008-2010	
ERR748463	Germany	2011/2014	
ERR414551	Denmark	2008/2010	
SRR2940972	USA	2012-06-29	Not applicable
SRR2297913	Finland	2005-09-28	
ERR480666	France	2004/2006	
ERR210566	Spain	2008-2010	
SRR2938323	Peru	15-Jan-2013	
ERR321591	Denmark	2008-2010	
ERR225951	Germany	28-08-2009	
SRR3191674	USA	2014-04-04	38.984652 N 77.094709 W
ERR321559	Denmark	2008-2010	
ERR480765	France	2004/2006	
ERR209252	Denmark	2008-2010	
ERR209862	Spain	2008-2010	
ERR1578717	China	2013	
ERR481024	Germany	2011/2013	
ERR480881	France	2004/2006	
ERR1190613	China	2014	
ERR748056	Germany	2011/2014	
ERR1578683	China	2013	
ERR748377	Germany	2011/2014	
ERR479554	Germany	2011/2013	
ERR479442	Germany	2011/2013	
ERR480815	France	2004/2006	
ERR1190570	China	2014	
ERR481015	Germany	2011/2013	
ERR321289	Denmark	2008-2010	
ERR589807	China	2012	
ERR748235	Germany	2011/2014	
ERR748075	Germany	2011/2014	
ERR210708	Spain	2008-2010	
ERR528316	China	2011	
ERR210148	Denmark	2008-2010	
SRR2088993	Canada	2013-01-21	49 N 123 W
ERR210532	Spain	2008-2010	
ERR479352	France	2004/2006	
ERR527173	China	2011	
ERR209184	Denmark	2008-2010	
ERR1018195	China	2012	
SRR4032581	USA	2013	29.77152983140312 N 95.22124444140627 W
ERR209177	Denmark	2008-2010	
ERR209450	Denmark	2008-2010	
ERR210531	Spain	2008-2010	
ERR1190862	China	2014	
ERR748203	Germany	2011/2014	
ERR481053	Germany	2011/2013	
ERR748154	Germany	2011/2014	
ERR209499	Denmark	2008-2010	
SRR2298548	Finland	2004-03-02	
ERR589556	China	2012	
ERR209323	Denmark	2008-2010	
ERR210682	Spain	2008-2010	
SRR3992986	Mongolia	Jun-2013	47.55 N 106.81 E
ERR209789	Spain	2008-2010	
ERR1190897	China	2014	
ERR209268	Denmark	2008-2010	
ERR210339	Denmark	2008-2010	
SRR1624847	USA	2012-04-11	38.984652 N 77.094709 W
ERR748147	Germany	2011/2014	
SRR3183614	USA	2014-01-16	38.984652 N 77.094709 W
ERR479541	Germany	2011/2013	
SRR2938617	Peru	15-Jan-2013	
ERR209794	Spain	2008-2010	
ERR480968	Germany	2011/2013	
ERR748481	Germany	2011/2014	
ERR210621	Spain	2008-2010	
ERR527077	China	2011	
ERR210094	Denmark	2008-2010	
ERR414542	Denmark	2008/2010	
ERR414428	Spain	2008/2010	
ERR748478	Germany	2011/2014	
ERR414568	Denmark	2008/2010	
ERR1190602	China	2014	
SRR2298526	Finland	2006-01-17	
ERR480970	Germany	2011/2013	
ERR209195	Denmark	2008-2010	
SRR2297852	Finland	2004-10-12	
ERR321521	Denmark	2008-2010	
SRR1622875	USA	2011-11-08	38.984652 N 77.094709 W
SRR3182143	USA	2014-01-24	38.984652 N 77.094709 W
ERR209155	Denmark	2008-2010	
ERR480628	France	2004/2006	
ERR479221	France	2004/2006	
ERR414746	Spain	2008/2010	
ERR414387	Spain	2008/2010	
ERR480525	France	2004/2006	
ERR479245	France	2004/2006	
ERR748480	Germany	2011/2014	
SRR4435733	USA	2014-06-02	39.288462639338995 N 76.62594594061375 W
ERR748290	Germany	2011/2014	
ERR209421	Denmark	2008-2010	
ERR480780	France	2004/2006	
ERR481074	Germany	2011/2013	
ERR414397	Spain	2008/2010	
ERR1190732	China	2014	
ERR525708	Denmark	2008/2010	
ERR1018220	China	2012	
ERR414767	Spain	2008/2010	
ERR1190604	China	2014	
SRR3182292	USA	2014-01-24	38.984652 N 77.094709 W
SRR4435767	USA	2014-06-09	39.288462639338995 N 76.62594594061375 W
ERR748169	Germany	2011/2014	
ERR210178	Denmark	2008-2010	
ERR479266	France	2004/2006	
ERR479222	France	2004/2006	
ERR481035	Germany	2011/2013	
ERR527148	China	2011	
SRR2565816	Canada	2010-06-18	45.50 N 73.63 W
SRR3182088	USA	2014-01-24	38.984652 N 77.094709 W
ERR414344	Denmark	2008/2010	
ERR748381	Germany	2011/2014	
ERR321633	Denmark	2008-2010	
SRR3313080	Luxembourg	2012-11-08	49.5 N 6.2 E
SRR3191654	USA	2014-02-27	38.984652 N 77.094709 W
ERR478980	France	2004/2006	
ERR525864	Denmark	2008/2010	
ERR321627	Denmark	2008-2010	
ERR527107	China	2011	
SRR2565539	Canada	2010-04-29	45.50 N 73.63 W
SRR1624867	USA	2012-04-11	38.984652 N 77.094709 W
ERR1190684	China	2014	
ERR453546	Germany	2010-08	
ERR321264	Denmark	2008-2010	
ERR480609	France	2004/2006	
ERR527050	China	2011	
SRR2938605	Peru	07-Aug-2012	
ERR414707	Spain	2008/2010	
ERR1018213	China	2012	
ERR480524	France	2004/2006	
SRR2155334	Germany	May-2011	not applicable
ERR527065	China	2011	
SRR3184508	USA	2014-04-04	38.984652 N 77.094709 W
ERR525964	Denmark	2008/2010	
ERR479125	France	2004/2006	
ERR321540	Denmark	2008-2010	
ERR414415	Spain	2008/2010	
SRR3182117	USA	2014-01-24	38.984652 N 77.094709 W
SRR2565558	Canada	2010-06-15	45.50 N 73.63 W
ERR209723	Spain	2008-2010	
SRR2155383	Germany	May-2010	not applicable
ERR210332	Denmark	2008-2010	
ERR1190617	China	2014	
ERR748104	Germany	2011/2014	
ERR479043	France	2004/2006	
ERR525966	Denmark	2008/2010	
SRR3737005	USA	2012-10-18	40.829 N 96.667 W
ERR527053	China	2011	
SRR1106700	China	2012.07-2012.08	32056.10""-1184343.14
ERR589563	China	2012	
SRR3182096	USA	2014-01-24	38.984652 N 77.094709 W
SRR2940954	USA	2011-10-10	Not applicable
ERR748065	Germany	2011/2014	
SRR2082443	Canada	2013	53.520710 N 113.524239 W
ERR321277	Denmark	2008-2010	
ERR748156	Germany	2011/2014	
ERR480891	France	2004/2006	
ERR748391	Germany	2011/2014	
ERR209539	Spain	2008-2010	
SRR1750093	USA	30-Jun-2014	40.68 N 73.98 W
ERR480969	Germany	2011/2013	
SRR3160438	USA	2014-06-16	32.8094 N 96.8365 W
SRR1624866	USA	2012-04-11	38.984652 N 77.094709 W
ERR414261	Denmark	2008/2010	
ERR479132	France	2004/2006	
ERR748152	Germany	2011/2014	
ERR210151	Denmark	2008-2010	
ERR414319	Denmark	2008/2010	
ERR1018256	China	2012	
ERR527109	China	2011	
ERR479189	France	2004/2006	
SRR4435814	USA	2014-06-08	39.288462639338995 N 76.62594594061375 W
SRR3313077	Luxembourg	2012-11-08	49.5 N 6.2 E
ERR414743	Spain	2008/2010	
ERR479164	France	2004/2006	
SRR2043628	Hong_Kong	Apr-2014	22.15 N 114.10 E
SRR2938618	Peru	29-Jan-2013	
ERR321430	Denmark	2008-2010	
ERR479563	Germany	2011/2013	
ERR527036	China	2011	
ERR589511	China	2012	
SRR3993011	Mongolia	Jun-2013	47.30 N 106.15 E
ERR414372	Spain	2008/2010	
ERR479500	Germany	2011/2013	
ERR210375	Denmark	2008-2010	
SRR3184252	USA	2014-01-28	38.984652 N 77.094709 W
ERR209695	Spain	2008-2010	
ERR414281	Denmark	2008/2010	
ERR209830	Spain	2008-2010	
ERR480892	France	2004/2006	
SRR3191665	USA	2014-02-27	38.984652 N 77.094709 W
ERR1190711	China	2014	
SRR3313064	Luxembourg	2012-08-17	49.5 N 6.2 E
ERR210140	Denmark	2008-2010	
ERR479135	France	2004/2006	
ERR748175	Germany	2011/2014	
SRR3992999	Mongolia	Jun-2013	47.55 N 106.57 E
SRR2297845	Finland	2001-07-02	
SRR3737004	USA	2012-09-06	40.829 N 96.667 W
SRR2938428	El Salvador	14-Jan-2014	
ERR414544	Denmark	2008/2010	
ERR209659	Spain	2008-2010	
ERR479195	France	2004/2006	
SRR2565961	Canada	2011-04-15	45.50 N 73.63 W
ERR209895	Spain	2008-2010	
ERR414268	Denmark	2008/2010	
ERR528333	China	2011	
ERR479565	Germany	2011/2013	
SRR3737021	USA	2012-08-24	40.829 N 96.667 W
ERR210618	Spain	2008-2010	
ERR479253	France	2004/2006	
ERR1190785	China	2014	
SRR2183698	USA	06-23-2014	
SRR2601761	Russia	2014	55.45 N 37.37 E
ERR321275	Denmark	2008-2010	
SRR2583967	Canada	2010-01-29	45.50 N 73.63 W
ERR209296	Denmark	2008-2010	
ERR209977	Denmark	2008-2010	
SRR2155338	Germany	May-2011	not applicable
ERR480676	France	2004/2006	
SRR1237782	Germany	09.11.2012	48_8
ERR164445	Spain	2010-06-30	
ERR748168	Germany	2011/2014	
ERR1190884	China	2014	
SRR2938172	El Salvador	07-Jan-2013	
ERR480936	Germany	2011/2013	
ERR480515	France	2004/2006	
SRR3182118	USA	2014-01-24	38.984652 N 77.094709 W
SRR1761738	USA	2013	35.21 N 97.43 W
ERR480769	France	2004/2006	
ERR321556	Denmark	2008-2010	
SRR3182142	USA	2014-01-24	38.984652 N 77.094709 W
SRR3536851	USA	2014-05-01	31.5343 N 89.10706 W
SRR4032485	USA	2013	29.77152983140313 N 95.22124444140628 W
ERR318693	USA	01/05/2006	
ERR321330	Denmark	2008-2010	
ERR209630	Spain	2008-2010	
SRR2062635	USA	01-Jul-2013	43.727094 N 72.425964 W
ERR479194	France	2004/2006	
ERR480539	France	2004/2006	
ERR318678	USA	01/05/2006	
ERR525939	Denmark	2008/2010	
SRR3100149	Israel	2013-03-22	31.843883 N 35.513255 E
ERR480731	France	2004/2006	
ERR479446	Germany	2011/2013	
SRR3182138	USA	2014-01-24	38.984652 N 77.094709 W
ERR1190546	China	2014	
ERR527117	China	2011	
SRR2565540	Canada	2010-04-28	45.50 N 73.63 W
SRR2565536	Canada	2010-04-29	45.50 N 73.63 W
ERR210713	Spain	2008-2010	
ERR1190792	China	2014	
ERR589442	China	2012	
ERR748233	Germany	2011/2014	
ERR480587	France	2004/2006	
ERR209302	Denmark	2008-2010	
ERR414494	Spain	2008/2010	
SRR2938324	Peru	15-Jan-2013	
ERR480931	Germany	2011/2013	
ERR480797	France	2004/2006	
ERR748350	Germany	2011/2014	
ERR479530	Germany	2011/2013	
ERR525843	Denmark	2008/2010	
ERR210165	Denmark	2008-2010	
ERR748437	Germany	2011/2014	
ERR481090	Germany	2011/2013	
ERR525795	Denmark	2008/2010	
ERR321612	Denmark	2008-2010	
ERR479044	France	2004/2006	
SRR546397	Canada	2004	53.520710 -113.524239
SRR2043635	Hong_Kong	Apr-2014	22.15 N 114.10 E
ERR479484	Germany	2011/2013	
ERR1190672	China	2014	
ERR321535	Denmark	2008-2010	
ERR479092	France	2004/2006	
ERR589779	China	2012	
ERR527028	China	2011	
SRR4236648	USA	2014-11-24	39.8400 N 89.0000 W
ERR480594	France	2004/2006	
ERR748010	Germany	2011/2014	
ERR1190547	China	2014	
SRR961742	USA	2001	47.66142, -122.26837
ERR479494	Germany	2011/2013	
ERR589538	China	2012	
SRR3917687	USA	2013-04-03	40.829 N 96.667 W
ERR480807	France	2004/2006	
ERR210275	Denmark	2008-2010	
ERR1190909	China	2014	
ERR209512	Denmark	2008-2010	
ERR209159	Denmark	2008-2010	
ERR321649	Denmark	2008-2010	
SRR2155323	Germany	May-2011	not applicable
ERR589772	China	2012	
ERR209655	Spain	2008-2010	
ERR225946	Germany	13-08-2009	
ERR209325	Denmark	2008-2010	
SRR3536852	USA	2014-05-02	31.6733 N 89.5875 W
ERR480822	France	2004/2006	
ERR1018242	China	2012	
ERR210337	Denmark	2008-2010	
ERR414464	Spain	2008/2010	
ERR210344	Denmark	2008-2010	
ERR209582	Spain	2008-2010	
SRR4032628	USA	2013	29.77152983140313 N 95.22124444140628 W
ERR318689	USA	01/05/2006	
SRR2565554	Canada	2010-05-21	45.50 N 73.63 W
ERR210418	Spain	2008-2010	
ERR414527	Denmark	2008/2010	
ERR748344	Germany	2011/2014	
SRR3183611	USA	2014-01-16	38.984652 N 77.094709 W
ERR748035	Germany	2011/2014	
SRR3501884	Singapore	2015-06-26	1.33 N 103.75 E
ERR414627	Denmark	2008/2010	
ERR481076	Germany	2011/2013	
ERR527033	China	2011	
ERR748417	Germany	2011/2014	
ERR321579	Denmark	2008-2010	
ERR480607	France	2004/2006	
SRR2565556	Canada	2010-06-07	45.50 N 73.63 W
SRR2155309	Germany	Nov-2010	not applicable
ERR748086	Germany	2011/2014	
ERR525889	Denmark	2008/2010	
ERR480847	France	2004/2006	
ERR414684	Spain	2008/2010	
ERR480631	France	2004/2006	
ERR209558	Spain	2008-2010	
ERR318707	USA	01/05/2006	
SRR3313042	Luxembourg	2012-10-05	49.5 N 6.2 E
ERR1190577	China	2014	
ERR414596	Denmark	2008/2010	
SRR2183699	USA	06-23-2014	
ERR414452	Spain	2008/2010	
ERR321497	Denmark	2008-2010	
ERR480674	France	2004/2006	
ERR209559	Spain	2008-2010	
ERR480882	France	2004/2006	
ERR481050	Germany	2011/2013	
ERR321244	Denmark	2008-2010	
ERR209404	Denmark	2008-2010	
ERR748034	Germany	2011/2014	
ERR748367	Germany	2011/2014	
ERR481019	Germany	2011/2013	
ERR480930	Germany	2011/2013	
ERR210576	Spain	2008-2010	
ERR318706	USA	01/05/2006	
ERR414454	Spain	2008/2010	
ERR210512	Spain	2008-2010	
ERR1190649	China	2014	
ERR321499	Denmark	2008-2010	
ERR1190786	China	2014	
SRR3501853	Singapore	2015-06-12	1.33 N 103.75 E
ERR210492	Spain	2008-2010	
ERR748141	Germany	2011/2014	
SRR2565996	Canada	2010-01-26	45.50 N 73.63 W
ERR748426	Germany	2011/2014	
SRR3993026	China	Oct-2010	43.95 N 116.08 E
SRR2938601	Peru	07-Aug-2012	
SRR3501851	Singapore	2015-05-29	1.33 N 103.75 E
ERR210338	Denmark	2008-2010	
ERR480640	France	2004/2006	
ERR479376	France	2004/2006	
ERR1190953	China	2014	
SRR2155339	Germany	Nov-2011	not applicable
ERR209648	Spain	2008-2010	
ERR479180	France	2004/2006	
ERR748182	Germany	2011/2014	
SRR2566047	Canada	2010-03-11	45.50 N 73.63 W
ERR528334	China	2011	
ERR589809	China	2012	
SRR2583987	Canada	2011-05-06	45.50 N 73.63 W
SRR3501852	Singapore	2015-06-05	1.33 N 103.75 E
ERR748160	Germany	2011/2014	
ERR481088	Germany	2011/2013	
ERR209768	Spain	2008-2010	
SRR2565984	Canada	2010-01-07	45.50 N 73.63 W
ERR748032	Germany	2011/2014	
ERR532382	China	2011	
ERR209546	Spain	2008-2010	
ERR209509	Denmark	2008-2010	
ERR321332	Denmark	2008-2010	
